Tracto,Eficiencia Min (km/l),Eficiencia Media (km/l),Eficiencia Max (km/l)
1729,-0.019603999215840034,1.5603601927608393,16.702607331895706
1730,0.057147211216092654,1.6060050827527381,27.446153846153845
1731,0.0,0.6647397625270522,11.64632840933419
1732,0.04991680532445923,0.49245848641479434,3.457627118644068
1733,0.029079159935379646,0.1929033007025654,39.625
1734,0.125,1.499233553230741,4.391226303576901
1735,0.03319502074688797,1.752055793635874,181.33333333333334
1736,0.1453055141579732,2.107564894892999,36.40816326530612
1737,0.0,0.25135591240381844,10.500103755965968
1738,0.034482758620689655,3.2733964753999167,99.03406202338586
1739,0.011090573012939002,0.19552671209054331,9.2
1740,0.0,3.4069243875182216,56.02901178603807
1741,0.015804597701149427,4.670768931534271,49.888888888888886
1742,0.009787928221859706,0.25198475304838247,9.169665467146475
1743,0.006779661016949152,0.22997889852401468,1.9076522870149577
1745,0.0,0.9632165646772135,10.157142857142857
1746,-0.02702702702702703,1.3975246886046402,30.27027027027027
1748,-0.07692307692307693,0.344254675106143,73.23076923076923
1749,0.040515653775322284,0.15153103700525197,0.3157894736842105
1750,0.03333333333333333,3.1211426896077628,23.704545454545453
1751,0.022429906542056073,0.13050881760174457,0.7645715420514348
1752,0.0,0.13541041227599324,0.6337448559670782
1753,0.021052631578947368,1.4156688200222558,17.2
1754,0.09740259740259741,1.6454092201992219,138.0
1755,0.0,0.17611623982187577,3.457286432160804
1757,0.0,0.7981385098937163,22.479338842975206
1758,0.0,1.8844636139472803,116.6
1759,0.0,0.16290875600560176,2.3333333333333335
1760,0.01675041876046901,9.85479293135775,412.6666666666667
1761,-0.014492753623188406,1.811789486550688,12.579710144927537
1762,0.0,3.1875888007531974,109.02857142857142
1763,0.01073345259391771,0.32703057927061197,17.012345679012345
1764,0.0,0.7554577690796506,52.22332015810277
1765,0.0,4.5103747513673245,109.62962962962963
1766,0.6482142857142857,2.553699850058829,20.169811320754718
1767,0.0,147.19274598685138,54400.0
1768,0.01675041876046901,8.631137990749023,6092.0
1769,0.0,0.5094746770630485,17.641025641025642
1770,0.0,0.3415374883840308,8.831804281345565
1774,0.0,2.8320021807015294,64.12903225806451
1777,0.0,0.08468320823687024,0.9659863945578231
1778,0.0,1.6069554827713028,7.051851851851852
1779,0.0,1.3014002838292713,19.051546391752577
1780,0.0,0.985898894023193,24.502487562189057
1782,0.0,0.9020946743487799,9.604166666666666
1783,0.012662368496027181,0.2214051296251207,7.703851925962982
1784,0.0,1.1445951089281436,11.22907488986784
1785,0.0,1.489122477411015,44.163602941176464
1786,0.0,1.5055358101456697,17.626168224299064
1787,0.0,2.8473223620709023,88.65384615384616
1788,0.01150033350967178,0.1588338326945148,14.781115879828326
1789,0.0,6.92553823776766,208.71156661786236
1790,0.0,2.044454567249573,38.642857142857146
1791,0.00801068090787717,0.30384441085077973,6.054545454545455
1792,0.0,0.8858222433087587,4.651984870444343
1793,0.020224719101123594,3.2483563388479153,44.04545454545455
1794,0.4837153196622437,224.76414401577324,10012.5
1795,-0.2,0.9172743519441166,39.4
1796,0.10606060606060606,1.6535540443989458,6.619834710743802
1797,0.0,5.60343049309452,96.4054054054054
1798,-0.05263157894736842,1.9620192253018613,67.57894736842105
1799,0.015495867768595042,6.955968775403961,301.8675721561969
1800,0.03333333333333333,2.630705175433357,104.90384615384616
1801,0.0,2.147951293973965,25.884057971014492
1802,0.004667444574095682,0.1733795806554821,11.170731707317072
1803,0.08690406813278942,1.9188812141651124,20.81967213114754
1804,0.0011362990739162547,3.041620953234471,72.1
1805,0.0011110987655692714,4.410707414347717,286.77777777777777
1806,0.016611295681063124,2.5511252816631274,47.165939984611434
1807,0.0044444444444444444,0.20853580445343955,8.105263157894736
1808,0.01744186046511628,2.6324618582086305,43.476190476190474
1809,1.9529276693455797,5.920979548051289,76.125
1810,0.0,2.5778374732633305,133.07142857142858
1811,0.007741935483870968,0.295356778792998,5.069364161849711
1812,0.025974025974025976,2.4846696012381075,88.25
1813,0.04405286343612335,2.2407591247684238,94.56046624575036
1814,0.0,0.4296037178091019,7.0231195862154925
1816,0.039473684210526314,1.5319994212900212,15.284210526315789
1817,0.0,1.3303678317358816,5.9941176470588236
1818,-0.011428571428571429,1.1057897260061869,9.92
1819,-0.0487685930260912,1.663317091769296,25.993660082906608
1820,-0.007547169811320755,1.4700975173177802,4.10188679245283
1821,0.0,2.1232109772511256,78.1923076923077
1822,0.0,0.6676382803740679,35.96277420784401
1823,0.0,0.0743237112962963,0.27329677545298053
1824,-0.0625,1.9565043466579632,60.84375
1825,0.0012345374188291647,2.9330732237127117,74.54031117397454
1826,-0.012269938650306749,1.4395722418484995,6.233128834355829
1827,1.8610503282275712,7.702834983318374,143.2460020415107
1828,0.0,1.798588639406018,22.51658767772512
1829,0.0,2.2956336660005365,70.77142857142857
1830,0.5776173285198556,3.07976467508474,12.307692307692308
1831,0.012508990837164212,1.0975830868427838,55.28947368421053
1832,0.013114754098360656,0.0857469890609964,0.3868957893679027
1833,0.004733727810650888,0.12080192196515468,0.5855513307984791
1834,0.0010362694300518134,1.7115320678727595,58.08247422680412
1835,0.0,1.898810341706001,31.197916666666668
1836,0.09453781512605042,13.049877417076628,701.6666666666666
1837,0.0,0.09356170095524156,2.2266813385979676
1838,0.0,0.08565534960034635,1.0666666666666667
1839,0.0,0.07846355413055296,0.287468966418398
1846,0.0,0.9183407848251735,16.347517730496453
1847,0.0,3.3851618337776053,189.53846153846155
1848,0.0,1.643150215992643,30.352
1849,0.0,1.7489260446417185,25.945205479452056
1850,0.014280892166281516,9.012051432242608,238.0
1851,0.0,1.8160832875622042,20.785714285714285
1852,0.0,4.06853144077014,135.03703703703704
1853,0.005324813631522897,1.1335207870097785,32.47747747747748
1854,0.026993865030674847,100.56614568953633,7147.5
1855,0.0,1.8794783730448843,21.79381443298969
1856,0.06857142857142857,6.6684243889053025,83.56183947443589
1857,0.011111111111111112,3.1145318917233755,90.28205128205128
1858,0.012910798122065728,11.647288064161447,1410.5
1859,0.0,2.0277937945617475,25.694444444444443
1860,0.0014641288433382138,7.1622835326241825,119.125
1861,0.062111801242236024,0.9846155134829028,12.0
1862,0.0,2.339922367535754,45.65
1863,0.06646579227224389,0.8666534721551075,60.44444444444444
1864,0.014201183431952662,0.63460128455643,58.705882352941174
1865,0.04755434782608696,5.09043431475542,100.74358974358974
1866,0.04113110539845758,0.9619873609019465,10.703613148600923
1868,0.0012468672460443136,1.8625696895191561,11.525862068965518
1869,0.0,2.4488267608940752,38.7
1870,0.0,1.0974440947032122,5.764383561643836
1871,0.0,3.1332919496636413,42.68888888888889
1872,0.0,3.3896832007462283,97.4548819990745
1873,0.0,1.9180540891590592,24.994054696789537
1874,0.0,2.6478098933557668,22.728395061728396
1875,0.0,2.0350948322764357,34.39344262295082
1876,0.0,2.470154413486784,100.04761904761905
1877,0.0,216.9590526101827,64600.0
1878,0.0,1.5664410787315537,19.944
1879,0.0,2.72565572646257,33.771186440677965
1880,0.0,3.2007950040980955,108.25925925925925
1881,0.0,1.8967815349957864,17.633663366336634
1882,0.25646794150731156,3.0299996057530727,35.81188118811881
1883,0.0,1.789668885671758,74.41124084702157
1884,0.005018631670075154,0.2643508326863077,61.875
1885,0.015169711143416979,0.10115222089150873,1.1483253588516746
1886,0.0,2.654757379283146,16.639344262295083
1887,0.0,3.540325043453755,87.24444444444444
1888,0.0,1.491327212381969,8.053497942386832
1889,0.03271537622682661,9.327402171103646,297.30870712401054
1890,0.0,1.1501962733668463,39.2
1891,0.0,1.4731621513058974,47.41907261592301
1892,0.033623617228741465,4.913570792514658,25.87142857142857
1893,0.4730473047304731,4.796497683372159,26.057553956834532
1894,0.012195121951219513,12.34551695316706,492.9770992366412
1895,0.0014283877787141653,2.076066711315539,57.43333333333333
1896,0.05226480836236934,6.779833265842238,210.47058823529412
1897,0.4089068825910931,5.798941488492529,38.53191489361702
1898,1.5740112994350282,5.3167839406119,66.6984126984127
1899,1.8442521631644004,5.463163307759811,56.734375
1900,0.02901332381101167,5.041269201836017,135.80645161290323
1901,0.009900401956319428,26.954075599069732,2059.3333333333335
1902,0.027158146826817435,9.30545866560165,231.28
1903,0.016129032258064516,0.6681851141023023,10.78125
1904,0.5294906166219839,4.588281570428472,93.08108108108108
1905,0.017985813689452443,3.518476797666455,39.156879194630875
1906,0.575801749271137,3.5370589555312515,27.2
1907,0.001141552511415525,3.3165175174763535,36.31132075471698
1908,0.0,14.392471235752241,2023.0
1909,0.0,1.8620808637404043,63.76315789473684
1910,0.070369675361231,1.7260985534002873,14.096185737976784
1912,0.3105263157894737,0.8462616350791814,2.0095693779904304
1916,0.3451492537313433,0.8713255122311987,1.8289473684210527
1917,0.0797872340425532,2.1168883200341413,29.01504124211548
1918,0.07365397363187744,1.7688258350683723,4.2956521739130435
1919,0.3618843683083512,1.0277064837750582,4.757062146892656
1920,0.3532110091743119,0.5537811666131659,2.1464646464646466
1921,1.0916997735399643,2.834718353064391,35.9430638068409
1922,0.4546038268909721,1.0894827080812044,3.8636363636363638
1923,0.325626204238921,0.9101159051517972,5.024096385542169
1924,1.2889724614824698,1.5453298442899228,1.801687227097376
1925,1.3355481727574752,1.8102573541131852,2.2135416666666665
1926,0.09803921568627451,1.6252126080941354,2.6559139784946235
1927,1.4295774647887325,1.9089173287759829,3.8
1928,0.29256198347107437,0.9055669187585188,3.9339622641509435
1930,0.0,5.070260122675523,30.2972972972973
1931,0.0,4.764794981349048,620.5
1932,0.0,4.118267846869233,150.14285714285714
1933,0.0,3.2696801888309737,94.72727272727273
1934,0.0,2.432662252663579,16.248322147651006
1935,0.0,5.561297626889834,480.0
1936,0.0,2.9774860528583518,48.025
1937,0.0,3.7223933248758487,119.10714285714286
1938,0.0,2.888324897455238,66.9375
1939,0.6226775133072211,9.093603948221968,72.44
1940,0.0,2.495191404913903,13.3828125
1941,0.7995951417004049,11.345321183943097,331.4117647058824
1942,0.051457975986277875,5.975604700467841,81.51041666666666
1943,0.0,3.0891686948766672,29.014285714285716
1944,0.05,4.12734149282368,119.8510078878177
1945,0.06563706563706563,4.008315315326771,41.217598908594816
1946,0.06521739130434782,4.374335351946519,54.96875
1947,0.0,2.7659680404554385,64.67857142857143
1948,0.0,2.2925943687153127,51.62162162162162
1949,0.05217391304347826,3.220988501543449,37.184615384615384
1950,0.0,5.231370714959857,417.0
1951,0.02064516129032258,4.05066319376855,74.96
1952,0.0,1.4012735885050414,12.613636363636363
1953,0.0,6.034269933003819,162.17948717948718
1954,0.2443025999065902,3.2628245353601146,37.0
1955,0.0,2.209309391553962,38.787234042553195
1956,0.03597122302158273,4.266247360632071,69.65625
1957,0.0,1.3644723395275045,5.522388059701493
1958,0.02618922908432932,4.2840904338449715,30.436974789915965
1959,0.004166666666666667,5.777562422668385,197.57894736842104
1960,0.5461956521739131,11.464751119010508,608.0
1961,0.028795811518324606,2.6282893930083127,15.495575221238939
1963,0.0,3.0041955528099575,109.92857142857143
1964,0.07531865585168018,3.4287389847195744,77.25
1965,0.0,2.260086219897166,48.01782782078348
1966,0.0,1.4008855495943062,22.9937106918239
1967,0.0,2.418695400202879,89.18851435705369
1968,0.0,1.8171932034359697,82.6086956521739
1969,0.0,1.0022668646754893,96.4
1970,0.016042780748663103,0.5418582035374588,11.883462282398453
1971,0.0,2.168117784363883,66.61333333333333
1972,0.0,1.7410511163369218,29.040650406504064
1973,0.08947368421052632,2.0172697401885653,19.38121546961326
1974,0.039603960396039604,1.9071875862405527,24.5
1975,0.0,2.0430564295589106,90.16666666666667
1976,0.0373087924387514,5.454489044812403,312.3333333333333
1977,0.021463545509423837,2.199846283771071,13.364705882352942
1978,0.04717846565145598,2.9948049129876146,21.93004372267333
1979,0.0,3.3218180839274303,116.49797570850203
1980,0.03654080389768575,5.639107035553555,104.11111111111111
1981,0.0,1.8317058629982295,10.836538461538462
1982,0.0,6.6065847476034465,374.8
1983,0.02480270574971815,4.646620958146042,154.8695652173913
1984,0.041132045290952095,3.6465198945907638,38.872915468660146
1985,0.4784406379208505,2.2072374751309134,3.4440662918023084
1986,0.0,2.1569527932473638,30.08
1987,0.0,1.789378323648635,11.212121212121213
1988,0.0,2.0682355276909097,23.576890399320305
1989,0.0,2.2373881217684763,40.67363530778165
1990,0.0,2.890466044998232,17.838516515356382
1991,0.6943522224962532,9.130735984268743,48.64
1992,0.0,9.826310306156286,555.8333333333334
1993,2.8607897885919424,3.7949065060795713,11.416267942583731
1994,0.05104124132298898,3.198311466969496,6.9543726235741445
1995,0.8233387358184765,29.45420404305313,1546.7336683417086
1996,0.03222748815165877,5.92303061321148,102.6
1997,4.651724137931034,10.044188526982703,26.686666666666667
1998,3.230366492146597,12.167415899194529,121.42011834319526
1999,2.0400616332819723,10.345676503098975,110.7795957651588
2000,5.188461538461539,62.23056902058791,3559.0
2001,3.2902654867256635,10.201666075079501,29.1512293701583
2002,0.12333333333333334,9.429990936392533,37.12067118886112
2003,0.0,535.5169437472207,36140.0
2004,0.1187344731842759,8.04301930839934,225.33333333333334
2005,0.0,93.22203968750605,9117.948717948717
2006,0.02247191011235955,13.956190115599584,238.21428571428572
2007,0.025889967637540454,7.18481781090267,863.25
2008,3.254608294930876,49.699271725979806,3842.0
2009,3.0179738562091503,9.50194750730437,20.326223337515682
2010,0.0,4.787606965087436,28.504273504273506
2011,0.0,5.452853813777991,77.12
2012,0.0,1.736712841857948,26.713178294573645
2013,0.12218045112781954,10.340425067451276,102.39520958083833
2014,0.0,4.082924976836389,79.7218483624944
2015,0.0,5.897367522071378,416.875
2016,0.0,94.13146344705888,15695.454545454546
2017,0.0,5.594839377804792,295.53846153846155
2018,0.0,6.607350144203965,128.25
2019,0.0,3.5387385079587266,20.16315789473684
2020,0.0,10.216979661313262,147.42857142857142
2021,2.011472275334608,9.491555158271808,40.22093023255814
2022,5.436465889640557,7.651182901607503,53.953125
2023,0.046012269938650305,2.542777940513893,39.7203947368421
2024,0.06450341330562076,24.49948840374578,1793.5
2025,5.613344105567899,12.427995791301875,174.8
2026,0.06896551724137931,10.646302515559935,70.32075471698113
2027,2.624758220502901,10.562611340612044,91.15384615384616
2028,0.05504587155963303,10.066545025097426,38.03061224489796
2029,4.881314227818787,20.897442087907017,1040.3333333333333
2030,5.502479338842975,9.04298913504086,67.6
2031,4.157164869029276,10.172250801694807,24.76
2034,0.004819277108433735,0.07564385379590262,0.8815533980582524
2035,0.0,0.3762624314676099,13.86046511627907
2036,0.01242338910054663,0.24426558050950226,2.4262607040913418
2037,-0.007142857142857143,0.14301417759443555,0.55
2038,0.02390438247011952,2.8766951405683248,21.181818181818183
2039,0.14428857715430862,2.538189136001498,54.567567567567565
2040,0.0040650406504065045,1.535549390455673,344.0
2041,0.07042253521126761,313.22960347923697,42690.0
2042,-0.5420054200542006,0.5577446521193883,41.734417344173444
2043,0.0,0.34388913599660903,3.5
2044,0.0675818373812038,3.7923887556556974,39.526315789473685
2045,0.014251781472684086,0.07734197466671955,0.23583460949464014
2046,0.011574074074074073,0.14723427645459716,4.697226938313526
2047,0.0,0.41636164786094115,15.4
2048,0.1794821013021736,1.4998595343608205,7.148648648648648
2049,0.032432432432432434,2.0234105329007646,8.816666666666666
2050,0.10184690671071753,0.9293163580675117,4.802106027596224
2051,0.0,2.9601195681930776,48.92537313432836
2052,0.10759493670886076,0.8495807465365173,3.5714285714285716
2053,0.063993600639936,2.363672991896714,12.660714285714286
2054,0.21235955056179776,4.076201789726126,86.76716917922948
2055,0.17038007863695936,1.5099914817258595,9.047374722079699
2056,0.04946899767390458,2.4773258689761315,14.218324363829646
2057,0.09653092006033183,2.5116295284475587,35.27006172839506
2058,0.0,0.9867808929549463,16.75
2059,0.1006036217303823,3.220687476494501,63.486111111111114
2060,0.1188118811881188,3.9026056012703987,38.9
2061,0.06928406466512702,3.3791335732947925,48.164556962025316
2062,0.054487664598153476,3.2635760146544515,21.956989247311828
2063,0.06373740190415488,3.190252698808652,46.276595744680854
2064,0.05141657922350472,0.3359331324828278,1.1248312753087037
2065,0.08571428571428572,2310.216184865762,457100.0
2066,0.0,0.5857200720718067,3.8653846153846154
2068,0.041025641025641026,2.4870241185253854,45.306930693069305
2069,0.04704704704704705,0.6524883125787577,4.466666666666667
2070,0.07314285714285715,2.8217927296304617,28.26736370425691
2071,0.08740894901144641,2.852717053504876,28.68386532575426
2072,0.027466937945066123,1.3611836709266136,283.9
2073,0.1445929526123937,6.155936738270265,27.61111111111111
2074,0.07025246981339188,2.2233848643933958,31.403225806451612
2075,0.0,2.5326984000299952,108.53846153846153
2076,0.124375634315735,0.3265146250025135,1.1081560283687943
2077,0.06591143151390319,4.480443770414484,70.04615384615384
2078,0.015300546448087432,0.7250580259180349,3.1736842105263157
2079,0.013761648252270671,1.049512146945118,4.4636871508379885
2080,0.06399936000639994,1.9435833986054984,27.446153846153845
2081,0.0835030549898167,0.638291580553003,2.712681400953797
2082,0.0,0.6287374827054643,7.784663051897754
2083,0.024,0.25082259570494864,0.9142857142857143
2084,0.0652395514780836,2.934662649159105,8.13191489361702
2085,0.06262230919765166,2.0193423377353223,8.202643171806168
2086,0.016194331983805668,1.3427314444119356,4.925
2087,0.19161676646706588,1.2889299741327922,10.953226761397277
2088,0.1738241308793456,0.9317105167710142,9.191489361702128
2089,0.0009979641531276198,7.635626061359786,158.66425992779784
2090,0.26369060302578307,0.714216228802578,2.25753916998933
2091,0.4562016168915714,1.9064294441275234,6.75531914893617
2092,0.0,2.571239169779664,30.365591397849464
2093,0.21047601711113134,0.7317879365470502,2.7627497655630093
2094,0.5800177972189166,0.9722789153912926,2.3022222222222224
2095,0.5591098748261474,1.9354985966141407,5.506849315068493
2096,0.7320703653585927,2.8677856304442066,7.025974025974026
2097,0.37835395012033757,1.8442897228471231,6.329268292682927
2098,0.7462068965517241,0.8033103448275863,1.0317241379310345
2099,0.0,0.3421920677448862,0.915
2101,0.19767441860465115,0.39633115852756556,0.7048342229907526
2103,0.19022971343884448,0.747815278038565,2.7313432835820897
2104,0.029556650246305417,0.635239335105088,1.7311827956989247
2105,0.1839355797713638,497.0968712560352,14366.666666666668
2108,0.46415981198589895,1.8874093084849093,6.984126984126984
2113,0.032397408207343416,9.67130129589633,44.2
2115,0.26450116009280744,1.0429234338747095,3.9976798143851506
2117,0.031880977683315624,0.6818101310662416,3.053134962805526
2137,0.703069498542417,5.3746845986134595,9.845422699100954
308,0.08571428571428572,1.7262608633308063,35.604395604395606
309,0.07228915662650602,66.78694058629316,22275.0
DC01,0.0,0.02439305851226554,1.5302491103202847
DC02,0.0,0.0,0.0
DC04,0.0,0.0,0.0
DC05,0.0,0.0,0.0
DC07,0.23861852433281006,0.4493208879299018,0.9934640522875817
DC08,0.03636363636363636,0.31604315628192026,6.6920026437541305
TT01,0.0,0.644733964477005,1.1029976940814759
TT02,0.0,0.0,0.0
