Unidad,Litros,Gasto Combustible,Costo por litro,Kms Totales,Gasto Mantenimiento,CPK,Total Peajes,Eficiencia (km/l),TipoUnidad,Ruta Frecuente,Ruta
1736,435508.56,8877161.015676,20.320231687499998,701440,424939.31999999995,13.261434100815464,0.0,1.6106227625009253,Poca actividad,"VILLAHERMOSA,TA → TUXTLA GUTIERREZ,CH","VILLAHERMOSA,TA → TUXTLA GUTIERREZ,CH"
1737,758350.4500000001,19394052.277599998,25.273185714285717,123928,47232.850000000006,156.87564656574784,0.0,0.16341784988721242,Poca actividad,"TUXTLA GUTIERREZ,CH → TUXTLA GUTIERREZ,CH","TUXTLA GUTIERREZ,CH → TUXTLA GUTIERREZ,CH"
1738,2537678.97,57914607.568688996,23.018361032967032,5212480,160637.78,11.141576629299104,0.0,2.054034439194647,Alta actividad,"VILLAHERMOSA,TA → TUXTLA GUTIERREZ,CH","VILLAHERMOSA,TA → TUXTLA GUTIERREZ,CH"
1739,783830.4199999999,20500580.4848,26.132307692307695,105690,75480.09,194.68313534676884,0.0,0.13483783903155994,Poca actividad,"TUXTLA GUTIERREZ,CH → TUXTLA GUTIERREZ,CH","TUXTLA GUTIERREZ,CH → TUXTLA GUTIERREZ,CH"
1740,369525.39,7310963.5743105,19.76140167741936,670468,105914.83,11.062240709937686,0.0,1.8144030644281304,Poca actividad,"QUERETARO,QA → QUERETARO,QA","QUERETARO,QA → QUERETARO,QA"
1741,1109900.34,23233266.54855,21.065504359374998,4236416,93369.06,5.506219315702235,0.0,3.8169336897401074,Alta actividad,"TULTITLAN,EM → TUXTLA GUTIERREZ,CH/Mex","TULTITLAN,EM → TUXTLA GUTIERREZ,CH/Mex"
1742,882611.2,23067956.6848,26.11375,164128,76900.42,141.01711532949892,0.0,0.1859573048699133,Poca actividad,"TUXTLA GUTIERREZ,CH → TUXTLA GUTIERREZ,CH","TUXTLA GUTIERREZ,CH → TUXTLA GUTIERREZ,CH"
1743,815918.17,16080197.151213,19.75587164285713,141428,62596.869999999995,114.1414290042495,0.0,0.17333600990893486,Poca actividad,"TULTITLAN,EM → TULTITLAN,EM","TULTITLAN,EM → TULTITLAN,EM"
1745,736825.77,14352727.275630001,19.468692666666666,618870,93934.65,23.343613239662613,0.0,0.8399136202850234,Poca actividad,"APODACA,NX → TEPOTZOTLAN,EM","APODACA,NX → TEPOTZOTLAN,EM"
1746,2330852.2,48654339.265378,20.841200377049176,3003152,123549.04,16.242230931160993,0.0,1.2884351912146124,Actividad media,"VILLAHERMOSA,TA → TUXTLA GUTIERREZ,CH","VILLAHERMOSA,TA → TUXTLA GUTIERREZ,CH"
1748,9091012.69,178656583.253035,19.831928653061208,2033010,57365.56,87.90608448213979,0.0,0.2236285515513894,Actividad media,"TULTITLAN,EM → JILOTEPEC,EM","TULTITLAN,EM → JILOTEPEC,EM"
1749,188836.0,3662280.47916,19.407291666666715,27828,61878.33,133.82775654592498,0.0,0.14736596835349192,Poca actividad,"TULTITLAN,EM → JILOTEPEC,EM","TULTITLAN,EM → JILOTEPEC,EM"
1750,83611.4,1624356.599818,19.4530547142857,137200,90332.22000000002,12.49773192287172,0.0,1.640924562918454,Poca actividad,"TULTITLAN,EM → CARMEN,NX","TULTITLAN,EM → CARMEN,NX"
1751,9365846.1,184250340.10221002,19.68444132352941,1164330,92178.34999999999,158.32497526664264,0.0,0.12431658470236875,Actividad media,"TULTITLAN,EM → CUAUTITLAN,EM/","TULTITLAN,EM → CUAUTITLAN,EM/"
1752,20057740.62,393427926.476439,19.60499997999999,2613450,42203.159999999996,150.55582836344257,0.0,0.13029633045479078,Actividad media,"TULTITLAN,EM → CUAUTITLAN,EM/","TULTITLAN,EM → CUAUTITLAN,EM/"
1753,1604049.9,32091326.783618,20.0029727755102,1885716,266057.85,17.1592035246124,0.0,1.1755968439635203,Actividad media,"VILLAHERMOSA,TA → TUXTLA GUTIERREZ,CH","VILLAHERMOSA,TA → TUXTLA GUTIERREZ,CH"
1754,3850776.16,75489801.6659556,19.589033831325303,2544282,65427.590000000004,29.696090785516546,0.0,0.6607192665283353,Actividad media,"TEPOTZOTLAN,EM → TEPOTZOTLAN,EM","TEPOTZOTLAN,EM → TEPOTZOTLAN,EM"
1755,936075.14,24023288.13346,25.64413615384615,152386,24009.440000000002,157.8051630298059,0.0,0.16279248693646536,Poca actividad,"TUXTLA GUTIERREZ,CH → TUXTLA GUTIERREZ,CH","TUXTLA GUTIERREZ,CH → TUXTLA GUTIERREZ,CH"
1757,4660175.39,91373026.49415,19.61252335294117,2893876,125335.66,31.617927704625213,0.0,0.6209800614392756,Actividad media,"TEPOTZOTLAN,EM → TEPOTZOTLAN,EM","TEPOTZOTLAN,EM → TEPOTZOTLAN,EM"
1758,2292087.21,47648748.476004,20.806881123076924,3247725,83957.44,14.69727452786304,0.0,1.4169290705129847,Actividad media,"VILLAHERMOSA,TA → TUXTLA GUTIERREZ,CH","VILLAHERMOSA,TA → TUXTLA GUTIERREZ,CH"
1759,17542388.8,343675133.998958,19.602427911111114,2346525,140336.6,146.52111978306561,0.0,0.1337631394875936,Actividad media,"TULTITLAN,EM → TULTITLAN,EM","TULTITLAN,EM → TULTITLAN,EM"
1760,381063.24,8564256.461754,22.736875964912286,2328393,44983.48,3.6975029308858085,0.0,6.110253510677126,Actividad media,"TULTITLAN,EM → TULUM,QR","TULTITLAN,EM → TULUM,QR"
1761,2089153.36,45685117.94827,21.87252536231884,3598143,176984.1,12.74604762742059,0.0,1.7222972084730055,Alta actividad,"VILLAHERMOSA,TA → TUXTLA GUTIERREZ,CH","VILLAHERMOSA,TA → TUXTLA GUTIERREZ,CH"
1762,2287410.33,47310042.01746,20.95905259459458,5264212,85346.17,9.003320570573527,0.0,2.3013850776830234,Alta actividad,"TECAMAC,EM → IZTAPALAPA,DF","TECAMAC,EM → IZTAPALAPA,DF"
1763,930135.1799999999,22742766.549087,24.539532944444446,224064,125206.06,102.0600034324434,0.0,0.240894017147056,Poca actividad,"TUXTLA GUTIERREZ,CH → TUXTLA GUTIERREZ,CH/Mex","TUXTLA GUTIERREZ,CH → TUXTLA GUTIERREZ,CH/Mex"
1764,729324.54,14154814.3567824,19.3809285,325840,31291.99,43.53703150866192,0.0,0.44676955474444885,Poca actividad,"PESQUERIA,NX → PESQUERIA,NX","PESQUERIA,NX → PESQUERIA,NX"
1765,881170.9,17666879.9191702,20.230020423076922,2592252,89279.10999999999,6.8497040523723,0.0,2.9418266082095994,Actividad media,"MONTERREY,NX → MONTERREY,NX","MONTERREY,NX → MONTERREY,NX"
1766,72622.99,1377360.2902290002,18.963301650000005,137480,20606.7,10.168511712459996,0.0,1.893064441439274,Poca actividad,"CUAUTITLAN IZCALLI,EM/Mex → LEON,GJ","CUAUTITLAN IZCALLI,EM/Mex → LEON,GJ"
1767,3898611.72,76328098.415016,19.606246830985917,2406403,53753.89,31.74108921282761,0.0,0.6172461308868172,Actividad media,"TEPOTZOTLAN,EM → TEPOTZOTLAN,EM","TEPOTZOTLAN,EM → TEPOTZOTLAN,EM"
1768,2505941.2,53052176.72916,20.694729710144927,3973710,118587.83,13.380635365731269,0.0,1.5857155786416695,Alta actividad,"TEPOTZOTLAN,EM → TEPOTZOTLAN,EM","TEPOTZOTLAN,EM → TEPOTZOTLAN,EM"
1769,707543.0,18111109.8193,24.600396272727274,230670,84503.39,78.88157631811679,0.0,0.326015521318139,Poca actividad,"TUXTLA GUTIERREZ,CH → TUXTLA GUTIERREZ,CH/Mex","TUXTLA GUTIERREZ,CH → TUXTLA GUTIERREZ,CH/Mex"
1770,836624.75,20670303.717251,24.856866611111112,209052,28075.92,99.0106750342068,0.0,0.24987546686850945,Poca actividad,"TUXTLA GUTIERREZ,CH → TUXTLA GUTIERREZ,CH","TUXTLA GUTIERREZ,CH → TUXTLA GUTIERREZ,CH"
1774,1161971.31,23056477.746342,19.94390333333333,1851990,78769.84,12.492101785831457,0.0,1.593834532799265,Actividad media,"TULTITLAN,EM → LA PAZ,BS/","TULTITLAN,EM → LA PAZ,BS/"
1777,16786525.0,329717164.805,19.652848961538446,1378754,196491.56999999998,239.2839160394095,0.0,0.08213456924527263,Actividad media,"TULTITLAN,EM → TULTITLAN,EM","TULTITLAN,EM → TULTITLAN,EM"
1778,6837.360000000001,135547.884666,19.8406744,9490,10795.220000000001,15.420769722444678,0.0,1.3879626054500567,Poca actividad,"TEXAS CITY,TX → APASEO EL ALTO,GJ","TEXAS CITY,TX → APASEO EL ALTO,GJ"
1779,1305859.36,26371048.252432,20.42601984,961225,65180.0,27.5026432442269,0.0,0.7360861586197153,Actividad media,"TEXAS CITY,TX → APASEO EL ALTO,GJ","TEXAS CITY,TX → APASEO EL ALTO,GJ"
1780,4281297.0,83869114.869726,19.579373148648642,2634030,56510.39999999999,31.862061278620974,0.0,0.6152411290316929,Actividad media,"TEPOTZOTLAN,EM → TEPOTZOTLAN,EM","TEPOTZOTLAN,EM → TEPOTZOTLAN,EM"
1782,467001.66,9269321.278076,19.98433711111111,351036,72847.5,26.61313591220274,0.0,0.7516804115856891,Poca actividad,"APASEO EL ALTO,GJ → LA PAZ,BS/","APASEO EL ALTO,GJ → LA PAZ,BS/"
1783,16529975.5,323297842.703,19.54341955555556,1442421,133847.6,224.22835656372172,0.0,0.08726092788219801,Actividad media,"TULTITLAN,EM → JILOTEPEC,EM","TULTITLAN,EM → JILOTEPEC,EM"
1784,187598.1,3883430.581875,21.00782,190554,71724.56,20.75608563386232,0.0,1.0157565561698119,Poca actividad,"QUERETARO,QA → NUEVO LAREDO,TM","QUERETARO,QA → NUEVO LAREDO,TM"
1785,1759524.05,34696637.61161,19.70394720689656,1396466,35583.84,24.871512411766563,0.0,0.7936612176457605,Actividad media,"APASEO EL ALTO,GJ → TEXAS CITY,TX","APASEO EL ALTO,GJ → TEXAS CITY,TX"
1786,1521386.44,30689067.437304,20.78027261111111,1625508,36671.73,18.902238049461463,0.0,1.068438601306319,Actividad media,"TLALNEPANTLA,EM/ → APASEO EL ALTO,GJ","TLALNEPANTLA,EM/ → APASEO EL ALTO,GJ"
1787,387343.5,7837091.218952,20.69934275,527424,68613.02,14.98927663313008,0.0,1.3616441220776907,Poca actividad,"APASEO EL ALTO,GJ → LA PAZ,BS/","APASEO EL ALTO,GJ → LA PAZ,BS/"
1788,11997797.16,234679456.020228,19.56247651282052,1694121,110122.91,138.5907966020302,0.0,0.1412026705742373,Actividad media,"TULTITLAN,EM → TULTITLAN,EM","TULTITLAN,EM → TULTITLAN,EM"
1789,990261.12,19453002.0769344,19.656348270270247,2263660,124340.94,8.64853512317857,0.0,2.2859223231949164,Actividad media,"TULTITLAN,EM → TUXTLA GUTIERREZ,CH/Mex","TULTITLAN,EM → TUXTLA GUTIERREZ,CH/Mex"
1790,3129148.0,64405889.157942295,21.477878375,4753856,111208.8,13.571529713550914,0.0,1.5192173716295938,Alta actividad,"TLALNEPANTLA,EM/ → APASEO EL ALTO,GJ","TLALNEPANTLA,EM/ → APASEO EL ALTO,GJ"
1791,1913552.2,45404007.23572,23.572728580645162,494512,94264.09,92.00640495219531,0.0,0.2584261876942787,Poca actividad,"TUXTLA GUTIERREZ,CH → TUXTLA GUTIERREZ,CH","TUXTLA GUTIERREZ,CH → TUXTLA GUTIERREZ,CH"
1792,324122.59,6609875.278636999,20.83360814285714,241738,58004.81999999999,27.583086228218153,0.0,0.745822745646948,Poca actividad,"TEXAS CITY,TX → APASEO EL ALTO,GJ","TEXAS CITY,TX → APASEO EL ALTO,GJ"
1793,1132317.38,22359156.79398,19.830031648648642,2311797,16464.850000000002,9.678886876304452,0.0,2.0416510784282056,Actividad media,"TULTITLAN,EM → TUXTLA GUTIERREZ,CH/Mex","TULTITLAN,EM → TUXTLA GUTIERREZ,CH/Mex"
1794,2010446.46,39910282.0379406,19.898965135135136,2421465,101480.95,16.523783324533124,0.0,1.2044414254135374,Actividad media,"TLAJOMULCO DE ZUNI,JA → AGUASCALIENTES,AG","TLAJOMULCO DE ZUNI,JA → AGUASCALIENTES,AG"
1795,5562385.2,109683101.10168,19.647436799999998,2122340,141225.3,51.74681078511454,0.0,0.38155214421324146,Actividad media,"TEPOTZOTLAN,EM → TEPOTZOTLAN,EM","TEPOTZOTLAN,EM → TEPOTZOTLAN,EM"
1796,1532814.52,30701756.2155464,20.394909945945948,1945941,114053.0,15.835942207675567,0.0,1.269521507403257,Actividad media,"TLAJOMULCO DE ZUNI,JA → AGUASCALIENTES,AG","TLAJOMULCO DE ZUNI,JA → AGUASCALIENTES,AG"
1797,1023446.25,20179813.671161998,19.86305089583333,3027648,110639.51000000001,6.701721329943903,0.0,2.958287257391387,Actividad media,"TULTITLAN,EM → MERIDA,YC","TULTITLAN,EM → MERIDA,YC"
1798,1597368.76,32397301.4396,20.235781561403506,2596236,104996.78,12.519007601620192,0.0,1.6253203799979161,Actividad media,"VILLAHERMOSA,TA → TUXTLA GUTIERREZ,CH","VILLAHERMOSA,TA → TUXTLA GUTIERREZ,CH"
1799,2198909.44,47549189.445004,21.878441735632183,6489330,103199.8,7.343190937277654,0.0,2.951158370578463,Alta actividad,"APASEO EL ALTO,GJ → APASEO EL ALTO,GJ","APASEO EL ALTO,GJ → APASEO EL ALTO,GJ"
1800,3051112.5,66011658.383925,22.37620467105263,5469872,121496.13000000002,12.090439138964312,0.0,1.7927467440155025,Alta actividad,"TLALNEPANTLA,EM/ → APASEO EL ALTO,GJ","TLALNEPANTLA,EM/ → APASEO EL ALTO,GJ"
1801,2885886.36,61135593.222732,21.703189097222225,5173992,42623.880000000005,11.82418084580185,0.0,1.792860617006416,Alta actividad,"TLALNEPANTLA,EM/ → APASEO EL ALTO,GJ","TLALNEPANTLA,EM/ → APASEO EL ALTO,GJ"
1802,8418808.17,164377680.702939,19.5915110857143,908810,40527.439999999995,180.9159319802148,0.0,0.10794995938243358,Actividad media,"TULTITLAN,EM → TULTITLAN,EM","TULTITLAN,EM → TULTITLAN,EM"
1803,297520.87,6001312.334773,20.26999608695652,446085,45445.09999999999,13.555168711732069,0.0,1.499340197546478,Poca actividad,"TLALNEPANTLA,EM/ → APASEO EL ALTO,GJ","TLALNEPANTLA,EM/ → APASEO EL ALTO,GJ"
1804,721689.12,14690647.000512,20.731751157894738,1307770,32978.1,11.258573832181499,0.0,1.8120960449008847,Actividad media,"APASEO EL ALTO,GJ → APASEO EL ALTO,GJ","APASEO EL ALTO,GJ → APASEO EL ALTO,GJ"
1805,515690.09,10194198.773575101,19.910014333333333,626460,42480.700000000004,16.340515713014558,0.0,1.214799376889325,Poca actividad,"EL MARQUES,QA → NUEVO LAREDO,TM","EL MARQUES,QA → NUEVO LAREDO,TM"
1806,3699260.01,78712805.7625488,22.061487162499997,6980880,177543.98,11.300917612471324,0.0,1.8871017395719638,Alta actividad,"TLALNEPANTLA,EM/ → APASEO EL ALTO,GJ","TLALNEPANTLA,EM/ → APASEO EL ALTO,GJ"
1807,9182030.15,179697220.107,19.534717124999986,813960,144613.56,220.94677093100398,0.0,0.08864706243640465,Actividad media,"TULTITLAN,EM → CUAUTITLAN,EM/","TULTITLAN,EM → CUAUTITLAN,EM/"
1808,3267250.14,69922358.8966364,21.640809629629633,7339086,145733.82,9.547250531828675,0.0,2.2462577658654563,Alta actividad,"TLALNEPANTLA,EM/ → APASEO EL ALTO,GJ","TLALNEPANTLA,EM/ → APASEO EL ALTO,GJ"
1809,933560.43,18449646.728172,20.29378195555555,3151800,59678.39,5.872620444879751,0.0,3.3761071042824726,Actividad media,"JILOTEPEC,EM → JILOTEPEC,EM","JILOTEPEC,EM → JILOTEPEC,EM"
1810,1811085.54,36451875.731407,20.25392307317073,2323511,92663.56,15.728154199143884,0.0,1.2829382978785198,Actividad media,"TECAMAC,EM → IZTAPALAPA,DF","TECAMAC,EM → IZTAPALAPA,DF"
1811,801460.66,19863574.803702,24.141763285714283,183974,76353.11,108.38448864351484,0.0,0.2295483848202855,Poca actividad,"TUXTLA GUTIERREZ,CH → TUXTLA GUTIERREZ,CH","TUXTLA GUTIERREZ,CH → TUXTLA GUTIERREZ,CH"
1812,775172.49,15212503.033817999,19.598835259259264,982989,44955.31,15.521494486528333,0.0,1.2680906671494496,Actividad media,"CUAUTITLAN IZCALLI,EM/Mex → LEON,GJ","CUAUTITLAN IZCALLI,EM/Mex → LEON,GJ"
1813,1862681.02,37396784.6375975,20.12416503333333,2903160,247000.54,12.966486579312715,0.0,1.5585921415573343,Actividad media,"VILLAHERMOSA,TA → TUXTLA GUTIERREZ,CH","VILLAHERMOSA,TA → TUXTLA GUTIERREZ,CH"
1814,1393511.0,32566874.39082,22.958539454545452,448294,58530.28,72.77680421959697,0.0,0.32170108452678164,Poca actividad,"TUXTLA GUTIERREZ,CH → TUXTLA GUTIERREZ,CH","TUXTLA GUTIERREZ,CH → TUXTLA GUTIERREZ,CH"
1816,2021576.76,41063410.222884,20.489736254545456,2756050,75391.56999999999,14.92672549223853,0.0,1.3633170179498897,Actividad media,"VILLAHERMOSA,TA → TUXTLA GUTIERREZ,CH","VILLAHERMOSA,TA → TUXTLA GUTIERREZ,CH"
1817,1930653.1199999999,38704319.0814,20.062750648148146,2440044,164672.31,15.929627249098788,0.0,1.263843812605757,Actividad media,"VILLAHERMOSA,TA → TUXTLA GUTIERREZ,CH","VILLAHERMOSA,TA → TUXTLA GUTIERREZ,CH"
1818,2221762.69,44993755.131445,20.298002407407406,2363526,116102.82,19.085831064031026,0.0,1.063806684052292,Actividad media,"VILLAHERMOSA,TA → TUXTLA GUTIERREZ,CH","VILLAHERMOSA,TA → TUXTLA GUTIERREZ,CH"
1819,1448462.25,28956161.935809,19.9424346875,1967520,151210.68,14.793939891746463,0.0,1.3583508993762177,Actividad media,"VILLAHERMOSA,TA → TUXTLA GUTIERREZ,CH","VILLAHERMOSA,TA → TUXTLA GUTIERREZ,CH"
1820,1724725.68,34292317.449698,19.883844407407405,2471202,92013.47,13.914010639234672,0.0,1.4328087235298776,Actividad media,"VILLAHERMOSA,TA → TUXTLA GUTIERREZ,CH","VILLAHERMOSA,TA → TUXTLA GUTIERREZ,CH"
1821,2645214.96,51576945.34411824,19.60978664705882,3756711,99218.27,13.75569310871085,0.0,1.4201911968621257,Alta actividad,"JILOTEPEC,EM → LA PAZ,BS/","JILOTEPEC,EM → LA PAZ,BS/"
1822,11670209.459999999,229566192.2915002,19.859235714285717,4776352,195322.71999999997,48.10397454197266,0.0,0.40927731557613367,Alta actividad,"TLALNEPANTLA,EM/ → APASEO EL ALTO,GJ","TLALNEPANTLA,EM/ → APASEO EL ALTO,GJ"
1823,23564859.44,461196837.92868,19.566940428571424,1734208,50879.310000000005,265.9702395783435,0.0,0.07359297026216423,Actividad media,"TULTITLAN,EM → TULTITLAN,EM","TULTITLAN,EM → TULTITLAN,EM"
1824,702504.96,14312326.2924,20.32073958333333,957600,291875.44,15.250837230994152,0.0,1.3631220482770685,Actividad media,"VILLAHERMOSA,TA → TUXTLA GUTIERREZ,CH","VILLAHERMOSA,TA → TUXTLA GUTIERREZ,CH"
1825,1322078.34,26208477.7760652,19.78681248837209,2524874,107770.71,10.422796736021363,0.0,1.909776390406638,Actividad media,"TULTITLAN,EM → LA PAZ,BS/","TULTITLAN,EM → LA PAZ,BS/"
1826,1449778.33,29491659.714825,20.311538791666667,1982304,94491.21,14.925133039546408,0.0,1.3673152363920351,Actividad media,"VILLAHERMOSA,TA → TUXTLA GUTIERREZ,CH","VILLAHERMOSA,TA → TUXTLA GUTIERREZ,CH"
1827,769886.88,15304621.6614228,20.671540387755098,3259872,84237.23999999999,4.720694217878125,0.0,4.234222045711443,Actividad media,"JILOTEPEC,EM → JILOTEPEC,EM","JILOTEPEC,EM → JILOTEPEC,EM"
1828,3494433.15,68902492.804938,19.797015599999995,5656530,75811.16,12.194455605280622,0.0,1.618726058616975,Alta actividad,"TULTITLAN,EM → LA PAZ,BS/","TULTITLAN,EM → LA PAZ,BS/"
1829,3813037.47,76201120.413942,20.108949940298505,6387378,12862.79,11.931966951688471,0.0,1.6751416817312315,Alta actividad,"TULTITLAN,EM → LA PAZ,BS/","TULTITLAN,EM → LA PAZ,BS/"
1830,6092.1900000000005,118179.558261,19.537477142857146,6720,71850.54,28.278288431696428,0.0,1.103051611981898,Poca actividad,"MONTERREY,NX → MONTERREY,NX","MONTERREY,NX → MONTERREY,NX"
1831,4250201.58,86840828.238756,21.37935292307693,3239704,24715.93,26.812802703196343,0.0,0.7622471402874026,Actividad media,"TULTITLAN,EM → CUAUTITLAN,EM/","TULTITLAN,EM → CUAUTITLAN,EM/"
1832,3647851.14,71540620.305312,19.621588333333335,295590,85476.85,242.31569794415233,0.0,0.08103126708180312,Poca actividad,"TULTITLAN,EM → TULTITLAN,EM","TULTITLAN,EM → TULTITLAN,EM"
1833,16378031.25,321543279.2145,19.6256992,1798475,59471.87,178.8196950663757,0.0,0.10981020688918272,Actividad media,"TULTITLAN,EM → CUAUTITLAN,EM/","TULTITLAN,EM → CUAUTITLAN,EM/"
1834,672729.6,13690773.113752,20.717881428571427,872060,65622.78,15.774597956278237,0.0,1.2963009209049223,Actividad media,"TLALNEPANTLA,EM/ → APASEO EL ALTO,GJ","TLALNEPANTLA,EM/ → APASEO EL ALTO,GJ"
1835,1928902.45,39983816.090685,21.34874764,2718850,79177.71999999999,14.735271828414588,0.0,1.4095321409333064,Actividad media,"TLALNEPANTLA,EM/ → APASEO EL ALTO,GJ","TLALNEPANTLA,EM/ → APASEO EL ALTO,GJ"
1836,1295374.08,25865141.60769,20.606822038461527,4697940,55333.28999999999,5.517412929430772,0.0,3.626705268025743,Alta actividad,"JILOTEPEC,EM → JILOTEPEC,EM","JILOTEPEC,EM → JILOTEPEC,EM"
1837,9455539.18,185495026.911557,19.635934095238117,752892,156483.14,246.5845168384801,0.0,0.07962443871973889,Poca actividad,"TULTITLAN,EM → TULTITLAN,EM","TULTITLAN,EM → TULTITLAN,EM"
1838,11253996.09,220563629.94006,19.608820478260874,923634,70177.45,238.87579646273306,0.0,0.08207164749423687,Actividad media,"TULTITLAN,EM → JILOTEPEC,EM","TULTITLAN,EM → JILOTEPEC,EM"
1839,19890344.8,389204913.07396,19.575800444444432,1534842,131218.87,253.66528407742297,0.0,0.07716517815216556,Actividad media,"TULTITLAN,EM → TULTITLAN,EM","TULTITLAN,EM → TULTITLAN,EM"
1846,1578225.08,31641817.77743,20.457069066666666,1092780,78470.37999999999,29.02714925001373,0.0,0.6924107428327017,Actividad media,"TEXAS CITY,TX → APASEO EL ALTO,GJ","TEXAS CITY,TX → APASEO EL ALTO,GJ"
1847,4067442.24,80802468.774873,19.941230793650796,6401178,60878.83,12.632572880315623,0.0,1.5737600246783099,Alta actividad,"JILOTEPEC,EM → LA PAZ,BS/","JILOTEPEC,EM → LA PAZ,BS/"
1848,5317669.5,108834071.1825796,21.219574846153847,6802770,74912.21,16.009505450365012,0.0,1.2792765703096065,Alta actividad,"TLALNEPANTLA,EM/ → APASEO EL ALTO,GJ","TLALNEPANTLA,EM/ → APASEO EL ALTO,GJ"
1849,2360904.0,46513732.390216,19.717436642857145,3065454,45771.46,15.188452950269683,0.0,1.2984238240944994,Actividad media,"CUAUTITLAN IZCALLI,EM/Mex → SAN PEDRO GARZA GA,NX/Mex","CUAUTITLAN IZCALLI,EM/Mex → SAN PEDRO GARZA GA,NX/Mex"
1850,714716.94,14230397.761692,20.535565804878043,2846589,121904.75,5.041930012268017,0.0,3.9828201077758143,Actividad media,"TULTITLAN,EM → TUXTLA GUTIERREZ,CH/Mex","TULTITLAN,EM → TUXTLA GUTIERREZ,CH/Mex"
1851,1064569.44,21132577.09002,19.988974071428572,1457932,44143.55,14.525177196206682,0.0,1.3695039000931684,Actividad media,"TULTITLAN,EM → LA PAZ,BS/","TULTITLAN,EM → LA PAZ,BS/"
1852,2693957.85,54034900.202607,20.325559903225795,5138808,90099.5,10.53259816334975,0.0,1.9075309585857105,Alta actividad,"JILOTEPEC,EM → LA PAZ,BS/","JILOTEPEC,EM → LA PAZ,BS/"
1853,7626029.57,154226150.3834171,21.086079234375,6173888,83362.06,24.99389565269359,0.0,0.8095809153805837,Alta actividad,"TLALNEPANTLA,EM/ → APASEO EL ALTO,GJ","TLALNEPANTLA,EM/ → APASEO EL ALTO,GJ"
1854,866915.5499999999,17447958.290367,20.430644974358977,2653170,47473.479999999996,6.594161614358296,0.0,3.0604711150930446,Actividad media,"TULTITLAN,EM → TUXTLA GUTIERREZ,CH/Mex","TULTITLAN,EM → TUXTLA GUTIERREZ,CH/Mex"
1855,3351805.34,66973076.586598516,20.210057799999994,5135340,29560.389999999996,13.047361416497937,0.0,1.532111647032581,Alta actividad,"JILOTEPEC,EM → LA PAZ,BS/","JILOTEPEC,EM → LA PAZ,BS/"
1856,855762.9299999999,17929821.487314,21.476151584905658,3895765,66176.62000000001,4.619374656149435,0.0,4.552388124594273,Alta actividad,"TULTITLAN,EM → SAMALAYUCA,CI","TULTITLAN,EM → SAMALAYUCA,CI"
1857,184017.57,3746425.465728,20.480880705882345,270555,251339.32,14.776163019452605,0.0,1.4702672141578654,Poca actividad,"TEPOTZOTLAN,EM → TEPOTZOTLAN,EM","TEPOTZOTLAN,EM → TEPOTZOTLAN,EM"
1858,1378899.2,28536226.88488,20.66199625641025,1787331,110729.49,16.02778465481771,0.0,1.2962013466974236,Actividad media,"TECAMAC,EM → IZTAPALAPA,DF","TECAMAC,EM → IZTAPALAPA,DF"
